state_name,year,total_geographical_area_sqkm,total_forest_area_sqkm,forest_cover_percentage,very_dense_forest_sqkm,moderate_dense_forest_sqkm,open_forest_sqkm,tree_cover_sqkm,total_green_cover_sqkm,forest_category,required_forest_increase_sqkm,air_quality_index,carbon_emission_tons,industrial_index,pollution_level,industry_category,population,estimated_o2_released_tons,estimated_co2_absorbed_tons,population_category,environmental_risk_score,region_category,o2_co2_balance,forest_area_ratio,population_density
Assam,2001,156881,44030,28.06585884,10506,6528,26996,1116,45146,Moderate Forest,1320.9,75,179019,78,Moderate,Highly Industrial,70338221,220150,110075,Very High Population,58.22,Medium,110075,0.280658588,448.3539817
Assam,2002,156881,48985,31.22430377,6130,17475,25380,4569,53554,Moderate Forest,3918.8,117,165433,44,Poor,Moderate Industrial,36244326,238660,119330,High Population,38.8,Low,119330,0.312243038,231.0306921
Assam,2003,156881,47732,30.42560922,5209,16424,26099,3596,51328,Moderate Forest,3818.56,103,203063,68,Poor,Moderate Industrial,29089587,187535,93767.5,High Population,72.76,Medium,93767.5,0.304256092,185.4245383
Assam,2004,156881,37507,23.90793021,4342,13251,19914,2881,40388,Moderate Forest,5626.05,188,364603,83,Poor,Highly Industrial,8077635,183295,88205,Medium/Low Population,74.59,Medium,95090,0.239079302,51.4889311
Assam,2005,156881,36659,23.36739312,10541,9819,16299,4651,41310,Moderate Forest,2932.72,101,205454,76,Poor,Highly Industrial,6545342,184200,92100,Medium/Low Population,80.22,Low,92100,0.233673931,41.72169989
Assam,2006,156881,36840,23.48276719,4078,7439,25323,3442,40282,Moderate Forest,7368,207,373390,59,Very Poor,Moderate Industrial,18659933,188710,94355,Medium/Low Population,53.8,High,94355,0.234827672,118.9432309
Assam,2007,156881,37742,24.05772528,7705,10793,19244,3444,41186,Moderate Forest,5661.3,167,329470,61,Poor,Moderate Industrial,96561483,140065,70032.5,Very High Population,88.35,Low,70032.5,0.240577253,615.5078244
Assam,2008,156881,28013,17.85620948,3681,18416,5916,2701,30714,Low Forest,4201.95,192,447954,89,Poor,Highly Industrial,38139802,204015,102007.5,High Population,83.67,Medium,102007.5,0.178562095,243.1129455
Assam,2009,156881,40803,26.00888572,6447,16620,17736,2389,43192,Moderate Forest,6120.45,163,593446,93,Poor,Highly Industrial,32063738,281980,140990,High Population,73.8,High,140990,0.260088857,204.3825447
Assam,2010,156881,56396,35.94826652,8242,20763,27391,3186,59582,Moderate Forest,4511.68,102,504516,34,Poor,Low Industrial,26788988,254170,127085,High Population,18.95,Medium,127085,0.359482665,170.7599263
Assam,2011,156881,50834,32.40290411,11066,11939,27829,3400,54234,Moderate Forest,4066.72,146,162554,51,Poor,Moderate Industrial,116252173,156160,78080,Very High Population,3.74,Low,78080,0.324029041,741.0213665
Assam,2012,156881,31232,19.9080832,4247,9291,17694,2895,34127,Low Forest,4684.8,178,74291,34,Poor,Low Industrial,73429920,168910,84455,Very High Population,36.02,Low,84455,0.199080832,468.0612694
Assam,2013,156881,33782,21.53351904,7262,6185,20335,3174,36956,Moderate Forest,5067.3,174,326395,41,Poor,Moderate Industrial,117100696,102630,51315,Very High Population,88.77,Low,51315,0.21533519,746.4300712
Assam,2014,156881,20526,13.08380237,7183,7721,5622,1660,22186,Low Forest,3078.9,194,266031,79,Poor,Highly Industrial,9625439,253620,126810,Medium/Low Population,84.46,Low,126810,0.130838024,61.35503343
Assam,2015,156881,50724,32.33278727,11195,24537,14992,2145,52869,Moderate Forest,1521.72,55,440827,31,Moderate,Low Industrial,35746361,190745,95372.5,High Population,96.97,Low,95372.5,0.323327873,227.8565346
Assam,2016,156881,38149,24.31715759,10265,18493,9391,4161,42310,Moderate Forest,7629.8,245,146507,59,Very Poor,Moderate Industrial,43527034,161430,80715,Very High Population,25.76,High,80715,0.243171576,277.4525532
Assam,2017,156881,32286,20.57993001,8516,18744,5026,3388,35674,Moderate Forest,2582.88,120,566426,63,Poor,Moderate Industrial,106282541,187100,93550,Very High Population,47.43,Medium,93550,0.2057993,677.472358
Assam,2018,156881,37420,23.85247417,6699,21891,8830,4272,41692,Moderate Forest,5613,164,115655,83,Poor,Highly Industrial,50287602,188250,94125,Very High Population,55.5,Medium,94125,0.238524742,320.5461592
Assam,2019,156881,37650,23.99908211,5891,11267,20492,1214,38864,Moderate Forest,1129.5,77,261674,54,Moderate,Moderate Industrial,113856734,174985,87492.5,Very High Population,42.57,Low,87492.5,0.239990821,725.7522198
Assam,2020,156881,34997,22.30799141,4144,17652,13201,3513,38510,Moderate Forest,1049.91,80,490909,40,Moderate,Moderate Industrial,86049525,200520,100260,Very High Population,20.5,High,100260,0.223079914,548.50189
Assam,2021,156881,40104,25.56332507,4567,17117,18420,3228,43332,Moderate Forest,8020.8,219,314769,73,Very Poor,Moderate Industrial,17931493,176410,98780,Medium/Low Population,35.46,High,77630,0.255633251,114.2999662
Assam,2022,156881,39512,25.18596898,5995,15121,18396,4683,44195,Moderate Forest,1185.36,57,505841,73,Moderate,Moderate Industrial,41890048,159500,79750,High Population,13.1,High,79750,0.25185969,267.0179818
Bihar,1974,175800,50749,28.86746303,5528,21081,24140,3392,54141,Moderate Forest,1522.47,55,221391,69,Moderate,Moderate Industrial,48996165,253745,126872.5,High Population,40.65,Medium,126872.5,0.28867463,278.7040102
Bihar,1975,175800,31610,17.98065984,6097,9568,15945,1915,33525,Low Forest,2528.8,126,551039,66,Poor,Moderate Industrial,96685300,158050,79025,Very High Population,94.29,Medium,79025,0.179806598,549.9732651
Bihar,1976,175800,42604,24.23435722,3891,23879,14834,2239,44843,Moderate Forest,6390.6,175,106827,61,Poor,Moderate Industrial,106596463,213020,106510,Very High Population,3.25,Medium,106510,0.242343572,606.3507565
Bihar,1977,175800,42742,24.31285552,10905,7945,23892,5728,48470,Moderate Forest,8548.4,229,493091,86,Very Poor,Highly Industrial,43532915,213710,88205,High Population,89.21,Medium,125505,0.243128555,247.6275028
Bihar,1978,175800,37313,21.22468714,1018,24849,11446,5862,43175,Moderate Forest,5596.95,189,431980,55,Poor,Moderate Industrial,71820299,186565,93282.5,Very High Population,50.7,Medium,93282.5,0.212246871,408.534124
Bihar,1979,175800,39087,22.2337884,10210,8766,20111,2450,41537,Moderate Forest,1172.61,65,71863,52,Moderate,Moderate Industrial,17310793,176410,97717.5,Medium/Low Population,37.53,High,78692.5,0.222337884,98.46867463
Bihar,1980,175800,41271,23.47610922,10186,9216,21869,3004,44275,Moderate Forest,3301.68,120,405183,33,Poor,Low Industrial,24335403,206355,103177.5,High Population,91.57,Medium,103177.5,0.234761092,138.4266382
Bihar,1981,175800,27579,15.68771331,2525,8531,16523,3952,31531,Low Forest,827.37,75,120401,82,Moderate,Highly Industrial,23787196,137895,68947.5,High Population,5.98,High,68947.5,0.156877133,135.3082821
Bihar,1982,175800,60565,34.45108077,10193,20751,29621,5957,66522,Moderate Forest,1816.95,94,354345,59,Moderate,Moderate Industrial,76246368,302825,151412.5,Very High Population,41.99,Low,151412.5,0.344510808,433.7108532
Bihar,1983,175800,46315,26.34527873,10959,10862,24494,1048,47363,Moderate Forest,3705.2,111,124719,90,Poor,Highly Industrial,66237029,231575,115787.5,Very High Population,77.33,High,115787.5,0.263452787,376.774909
Bihar,1984,175800,28539,16.2337884,1064,12664,14811,2107,30646,Low Forest,2283.12,119,261436,52,Poor,Moderate Industrial,101556838,142695,71347.5,Very High Population,35.21,Low,71347.5,0.162337884,577.6839477
Bihar,1985,175800,24290,13.81683732,2717,8558,13015,5751,30041,Low Forest,3643.5,163,191084,73,Poor,Moderate Industrial,99389989,121450,60725,Very High Population,59.29,High,60725,0.138168373,565.3582992
Bihar,1986,175800,38014,21.62343572,11525,15755,10734,3884,41898,Moderate Forest,3041.12,135,481600,33,Poor,Low Industrial,113424805,190070,95035,Very High Population,29.29,High,95035,0.216234357,645.1922924
Bihar,1987,175800,41413,23.55688282,8417,16359,16637,3723,45136,Moderate Forest,3313.04,147,512604,80,Poor,Highly Industrial,85847975,207065,103532.5,Very High Population,49.56,Low,103532.5,0.235568828,488.3275028
Bihar,1988,175800,61813,35.16097838,11503,23911,26399,5103,66916,Moderate Forest,1854.39,89,91240,82,Moderate,Highly Industrial,15823064,309065,154532.5,Medium/Low Population,83.26,Low,154532.5,0.351609784,90.00605233
Bihar,1989,175800,47370,26.94539249,5627,14133,27610,4518,51888,Moderate Forest,9474,230,276173,51,Very Poor,Moderate Industrial,52594567,236850,118425,Very High Population,44.69,Medium,118425,0.269453925,299.1727361
Bihar,1990,175800,34580,19.67007964,7787,14730,12063,995,35575,Low Forest,5187,158,256543,83,Poor,Highly Industrial,80573419,176410,86450,Very High Population,40.09,Low,89960,0.196700796,458.3243402
Bihar,1991,175800,18727,10.65244596,1211,10070,7446,3805,22532,Low Forest,561.81,84,118877,39,Moderate,Low Industrial,113061419,93635,46817.5,Very High Population,11.71,Low,46817.5,0.10652446,643.1252503
Bihar,1992,175800,45915,26.11774744,9008,12111,24796,2853,48768,Moderate Forest,1377.45,58,216974,88,Moderate,Highly Industrial,67899095,229575,114787.5,Very High Population,3.53,High,114787.5,0.261177474,386.2292093
Bihar,1993,175800,44511,25.31911263,11422,10441,22648,931,45442,Moderate Forest,6676.65,163,495100,49,Poor,Moderate Industrial,22178987,222555,111277.5,High Population,70.54,Medium,111277.5,0.253191126,126.1603356
Bihar,1994,175800,32455,18.46131968,1618,16183,14654,2117,34572,Low Forest,4868.25,196,206447,86,Poor,Highly Industrial,108097934,162275,81137.5,Very High Population,36.99,High,81137.5,0.184613197,614.8915472
Bihar,1995,175800,62230,35.39817975,11941,21081,29208,1955,64185,Moderate Forest,9334.5,175,586464,57,Poor,Moderate Industrial,115470474,328025,155575,Very High Population,22.6,Medium,172450,0.353981797,656.8286348
Bihar,1996,175800,35502,20.19453925,6136,5398,23968,4816,40318,Moderate Forest,5325.3,165,188877,84,Poor,Highly Industrial,51418236,177510,88755,Very High Population,4.28,Medium,88755,0.201945392,292.4814334
Bihar,1997,175800,39664,22.56200228,2449,12002,25213,3023,42687,Moderate Forest,5949.6,193,597857,66,Poor,Moderate Industrial,59658844,198320,99160,Very High Population,42.75,Medium,99160,0.225620023,339.3563367
Bihar,1998,175800,42947,24.4294653,9211,15185,18551,4065,47012,Moderate Forest,3435.76,142,244389,77,Poor,Highly Industrial,33916434,214735,107367.5,Very High Population,68.16,Low,107367.5,0.244294653,192.9262457
Bihar,1999,175800,34645,19.70705347,2541,8414,23690,3627,38272,Low Forest,1039.35,97,51193,37,Moderate,Low Industrial,63783625,173225,86612.5,Very High Population,82.94,Low,86612.5,0.197070535,362.8192548
Bihar,2000,175800,32443,18.45449374,11338,7237,13868,3705,36148,Low Forest,4866.45,161,249392,39,Poor,Low Industrial,9450691,162215,81107.5,Medium/Low Population,23.02,Low,81107.5,0.184544937,53.75819681
Bihar,2001,175800,43822,24.92718999,6556,24387,12879,5949,49771,Moderate Forest,6573.3,163,207142,88,Poor,Highly Industrial,76214486,219110,109555,Very High Population,63.97,High,109555,0.2492719,433.5294994
Bihar,2002,175800,32808,18.66211604,3501,23971,5336,3691,36499,Low Forest,6561.6,210,354162,85,Very Poor,Highly Industrial,113466597,164040,82020,Very High Population,94.56,Medium,82020,0.18662116,645.4300171
Bihar,2003,175800,30838,17.54152446,6098,6718,18022,809,31647,Low Forest,925.14,97,168007,93,Moderate,Highly Industrial,62764638,154190,77095,Very High Population,61.94,High,77095,0.175415245,357.0229693
Bihar,2004,175800,17676,10.05460751,4048,8202,5426,5417,23093,Low Forest,530.28,52,159705,95,Moderate,Highly Industrial,77940196,88380,44190,Very High Population,44.68,Medium,44190,0.100546075,443.3458248
Bihar,2005,175800,37070,21.08646189,8635,18462,9973,2018,39088,Moderate Forest,1112.1,73,147001,47,Moderate,Moderate Industrial,34385071,185350,92675,High Population,27.14,Low,92675,0.210864619,195.5919852
Bihar,2006,175800,22695,12.90955631,6685,5218,10792,902,23597,Low Forest,4539,231,138725,49,Very Poor,Moderate Industrial,115029117,113475,56737.5,Very High Population,57.82,Medium,56737.5,0.129095563,654.3180717
Bihar,2007,175800,45735,26.01535836,8807,18763,18165,1194,46929,Moderate Forest,6860.25,154,547260,63,Poor,Moderate Industrial,21154647,228675,114337.5,High Population,88.67,Low,114337.5,0.260153584,120.3336007
Bihar,2008,175800,42463,24.15415245,4783,10867,26813,4772,47235,Moderate Forest,3397.04,120,325850,69,Poor,Moderate Industrial,89969941,212315,106157.5,Very High Population,57.34,Medium,106157.5,0.241541524,511.7744084
Bihar,2009,175800,26180,14.89192264,1560,15998,8622,695,26875,Low Forest,2094.4,105,253940,93,Poor,Highly Industrial,101543483,130900,65450,Very High Population,34.35,Medium,65450,0.148919226,577.6079807
Bihar,2010,175800,29022,16.50853242,7370,14825,6827,1599,30621,Low Forest,4353.3,194,487901,69,Poor,Moderate Industrial,46607155,145110,72555,High Population,67.2,High,72555,0.165085324,265.1146473
Bihar,2011,175800,41050,23.35039818,4765,10255,26030,1081,42131,Moderate Forest,6157.5,181,598369,37,Poor,Low Industrial,79313601,176410,102625,Very High Population,89.29,Low,73785,0.233503982,451.1581399
Bihar,2012,175800,46578,26.49488055,4345,21939,20294,4912,51490,Moderate Forest,6986.7,173,380199,54,Poor,Moderate Industrial,53941708,232890,116445,Very High Population,64.63,High,116445,0.264948805,306.8356542
Bihar,2013,175800,21062,11.98065984,1343,10711,9008,2528,23590,Low Forest,3159.3,165,484229,79,Poor,Highly Industrial,9168072,105310,88205,Medium/Low Population,45.67,Low,17105,0.119806598,52.1505802
Bihar,2014,175800,36269,20.63083049,6437,11731,18101,5659,41928,Moderate Forest,1088.07,94,302834,87,Moderate,Highly Industrial,103327729,181345,90672.5,Very High Population,85.63,Low,90672.5,0.206308305,587.7572753
Bihar,2015,175800,39119,22.2519909,5361,15314,18444,3340,42459,Moderate Forest,5867.85,159,397234,36,Poor,Low Industrial,75819080,195595,97797.5,Very High Population,40.25,Medium,97797.5,0.222519909,431.2803185
Bihar,2016,175800,28628,16.28441411,7327,10944,10357,5608,34236,Low Forest,4294.2,154,401842,56,Poor,Moderate Industrial,24930564,143140,71570,High Population,42.27,Medium,71570,0.162844141,141.8120819
Bihar,2017,175800,37949,21.58646189,6003,11345,20601,2124,40073,Moderate Forest,3035.92,106,290872,39,Poor,Low Industrial,32870848,189745,94872.5,High Population,78.84,Medium,94872.5,0.215864619,186.9786576
Bihar,2018,175800,44851,25.51251422,6404,19907,18540,3314,48165,Moderate Forest,8970.2,239,558082,66,Very Poor,Moderate Industrial,85933320,224255,112127.5,Very High Population,67.33,High,112127.5,0.255125142,488.8129693
Bihar,2019,175800,48963,27.85153584,4867,21209,22887,5010,53973,Moderate Forest,1468.89,53,394458,76,Moderate,Highly Industrial,59936784,244815,122407.5,Very High Population,98.94,High,122407.5,0.278515358,340.9373379
Bihar,2020,175800,26584,15.12172924,4948,16556,5080,1940,28524,Low Forest,797.52,91,433196,42,Moderate,Moderate Industrial,39025352,132920,66460,High Population,90.23,High,66460,0.151217292,221.9872127
Bihar,2021,175800,38090,21.66666667,5155,13263,19672,3494,41584,Moderate Forest,1142.7,58,254824,84,Moderate,Highly Industrial,30750246,190450,95225,High Population,88.67,Medium,95225,0.216666667,174.9160751
Bihar,2022,175800,40562,23.07281001,6483,11619,22460,1486,42048,Moderate Forest,3244.96,142,173487,94,Poor,Highly Industrial,25286913,202810,101405,High Population,52.81,High,101405,0.2307281,143.8390956
Bihar,2023,175800,35648,20.27758817,5813,17423,12412,1251,36899,Moderate Forest,5347.2,186,215919,95,Poor,Highly Industrial,100476004,178240,89120,Very High Population,2.09,High,89120,0.202775882,571.5358589
Chhattisgarh,1974,122593,43136,35.18634832,10972,20572,11592,3155,46291,Moderate Forest,8627.2,227,487634,63,Very Poor,Moderate Industrial,1604335,215680,107840,Medium/Low Population,71.71,Low,107840,0.351863483,13.08667705
Chhattisgarh,1975,122593,21395,17.45205681,1996,11231,8168,4219,25614,Low Forest,641.85,97,216951,51,Moderate,Moderate Industrial,70294485,106975,53487.5,Very High Population,52.39,Medium,53487.5,0.174520568,573.3972168
Chhattisgarh,1976,122593,37411,30.51642427,2724,9248,25439,2415,39826,Moderate Forest,2992.88,107,203922,87,Poor,Highly Industrial,100660998,187055,93527.5,Very High Population,52.9,High,93527.5,0.305164243,821.0990676
Chhattisgarh,1977,122593,32431,26.45420212,7163,8379,16889,5215,37646,Moderate Forest,6486.2,222,70046,60,Very Poor,Moderate Industrial,78547125,162155,81077.5,Very High Population,28.84,High,81077.5,0.264542021,640.7146003
Chhattisgarh,1978,122593,50641,41.3082313,10868,14554,25219,3865,54506,High Forest,4051.28,142,57641,42,Poor,Moderate Industrial,9578617,253205,126602.5,Medium/Low Population,76.25,Medium,126602.5,0.413082313,78.13347418
Chhattisgarh,1979,122593,41418,33.78496325,4689,20877,15852,2551,43969,Moderate Forest,1242.54,76,530721,58,Moderate,Moderate Industrial,89361026,207090,103545,Very High Population,71.9,Low,103545,0.337849633,728.9243758
Chhattisgarh,1980,122593,42220,34.43916047,7402,16122,18696,1990,44210,Moderate Forest,1266.6,94,589558,89,Moderate,Highly Industrial,70327592,211100,105550,Very High Population,19.42,Low,105550,0.344391605,573.667273
Chhattisgarh,1981,122593,32106,26.18909726,2324,8606,21176,3539,35645,Moderate Forest,4815.9,172,81124,30,Poor,Low Industrial,17239621,160530,80265,Medium/Low Population,19.86,Low,80265,0.261890973,140.6248399
Chhattisgarh,1982,122593,30311,24.72490273,11154,5030,14127,2654,32965,Moderate Forest,2424.88,143,106162,86,Poor,Highly Industrial,38788769,151555,75777.5,High Population,72.51,Low,75777.5,0.247249027,316.4028044
Chhattisgarh,1983,122593,34604,28.22673399,10898,8746,14960,1273,35877,Moderate Forest,2768.32,125,207589,70,Poor,Moderate Industrial,73009367,173020,86510,Very High Population,83.09,High,86510,0.28226734,595.5427064
Chhattisgarh,1984,122593,40140,32.74248938,7281,5894,26965,2113,42253,Moderate Forest,8028,219,300211,64,Very Poor,Moderate Industrial,44751825,200700,100350,High Population,79.27,High,100350,0.327424894,365.0438851
Chhattisgarh,1985,122593,33561,27.37595132,10464,17395,5702,2256,35817,Moderate Forest,6712.2,217,425375,41,Very Poor,Moderate Industrial,24024445,167805,83902.5,High Population,14.77,Low,83902.5,0.273759513,195.9691418
Chhattisgarh,1986,122593,45087,36.77779319,6482,22849,15756,3544,48631,Moderate Forest,6763.05,176,118685,38,Poor,Low Industrial,76426767,225435,112717.5,Very High Population,77.67,High,112717.5,0.367777932,623.4186862
